	chr	start	end	name	score	strand
1262	chrIX	174037	174111	YIL095W	1	+
1263	chrIX	177944	178062	YIL094C	1	-
1264	chrIX	179132	179185	YIL093C	1	-
1265	chrIX	179295	179328	YIL092W	1	+
1266	chrIX	183510	183552	YIL091C	1	-
1267	chrIX	183721	183782	YIL090W	1	+
1268	chrIX	189714	189791	YIL088C	1	-
1269	chrIX	190396	190509	YIL087C	1	-
1270	chrIX	192392	192424	YIL085C	1	-
1271	chrIX	193586	193627	YIL084C	1	-
1272	chrIX	194960	195079	YIL083C	1	-
1273	chrIX	197308	197354	YIL078W	1	+
1274	chrIX	200806	200901	YIL077C	1	-
1275	chrIX	201465	201530	YIL076W	1	+
1276	chrIX	205576	205663	YIL075C	1	-
1277	chrIX	207392	207496	YIL074C	1	-
1278	chrIX	210826	210930	YIL073C	1	-
1279	chrIX	211356	211470	YIL072W	1	+
1280	chrIX	214853	215014	YIL071C	1	-
1281	chrIX	215973	216034	YIL070C	1	-
1282	chrIX	217289	217367	YIL069C	1	-
1283	chrIX	220367	220419	YIL068C	1	-
1284	chrIX	222678	222703	YIL067C	1	-
1285	chrIX	225635	225646	YIL066C	1	-
1286	chrIX	226650	226751	YIL065C	1	-
1287	chrIX	228634	228673	YIL063C	1	-
1288	chrIX	229385	229455	YIL062C	1	-
1289	chrIX	230475	230514	YIL061C	1	-
1290	chrIX	231596	231629	YIL059C	1	-
1291	chrIX	232972	233083	YIL057C	1	-
1292	chrIX	23305	23341	YIL166C	1	-
1293	chrIX	234563	234566	YIL056W	1	+
1294	chrIX	238495	238671	YIL055C	1	-
1295	chrIX	239568	239688	YIL053W	1	+
1296	chrIX	242878	242955	YIL051C	1	-
1297	chrIX	243350	243459	YIL050W	1	+
1298	chrIX	244732	244736	YIL049W	1	+
1299	chrIX	245687	245773	YIL048W	1	+
1300	chrIX	25066	25145	YIL164C	1	-
1301	chrIX	252411	252445	YIL047C	1	-
1302	chrIX	252932	253283	YIL046W	1	+
1303	chrIX	255605	255719	YIL045W	1	+
1304	chrIX	258439	258494	YIL044C	1	-
1305	chrIX	259533	259574	YIL043C	1	-
1306	chrIX	260867	260966	YIL042C	1	-
1307	chrIX	261079	261120	YIL041W	1	+
1308	chrIX	262268	262334	YIL040W	1	+
1309	chrIX	262778	263012	YIL039W	1	+
1310	chrIX	267478	267513	YIL038C	1	-
1311	chrIX	270092	270152	YIL036W	1	+
1312	chrIX	273571	273666	YIL035C	1	-
1313	chrIX	274702	274779	YIL034C	1	-
1314	chrIX	276284	276626	YIL033C	1	-
1315	chrIX	27693	27816	YIL162W	1	+
1316	chrIX	277027	277102	YIL031W	1	+
1317	chrIX	284645	284725	YIL030C	1	-
1318	chrIX	290284	290371	YIL027C	1	-
1319	chrIX	294100	294169	YIL026C	1	-
1320	chrIX	295343	295437	YIL024C	1	-
1321	chrIX	297214	297263	YIL022W	1	+
1322	chrIX	29779	29846	YIL161W	1	+
1323	chrIX	298978	299041	YIL021W	1	+
1324	chrIX	301011	301078	YIL020C	1	-
1325	chrIX	301225	301258	YIL019W	1	+
1326	chrIX	302873	302894	YIL018W	1	+
1327	chrIX	307557	307602	YIL016W	1	+
1328	chrIX	312074	312128	YIL014C-A	1	-
1329	chrIX	312411	312472	YIL014W	1	+
1330	chrIX	31805	31903	YIL160C	1	-
1331	chrIX	318996	319073	YIL013C	1	-
1332	chrIX	320099	320227	YIL011W	1	+
1333	chrIX	321262	321364	YIL010W	1	+
1334	chrIX	32144	32158	YIL159W	1	+
1335	chrIX	331731	331738	YIL009W	1	+
1336	chrIX	334844	334922	YIL008W	1	+
1337	chrIX	336059	336126	YIL007C	1	-
1338	chrIX	336434	336450	YIL006W	1	+
1339	chrIX	337903	338046	YIL005W	1	+
1340	chrIX	340916	340965	YIL004C	1	-
1341	chrIX	341470	341506	YIL003W	1	+
1342	chrIX	342670	342694	YIL002W-A	1	+
1343	chrIX	345967	346045	YIL002C	1	-
1344	chrIX	346271	346282	YIL001W	1	+
1345	chrIX	349318	349408	YIR001C	1	-
1346	chrIX	352873	352884	YIR002C	1	-
1347	chrIX	353230	353287	YIR003W	1	+
1348	chrIX	355529	355623	YIR004W	1	+
1349	chrIX	357231	357288	YIR005W	1	+
1350	chrIX	362248	362297	YIR006C	1	-
1351	chrIX	362893	363020	YIR007W	1	+
1352	chrIX	36488	36565	YIL158W	1	+
1353	chrIX	366631	366723	YIR008C	1	-
1354	chrIX	366786	366813	YIR009W	1	+
1355	chrIX	367676	367713	YIR010W	1	+
1356	chrIX	370525	370611	YIR011C	1	-
1357	chrIX	370756	370800	YIR012W	1	+
1358	chrIX	374237	374255	YIR015W	1	+
1359	chrIX	374893	375023	YIR016W	1	+
1360	chrIX	376405	376564	YIR017C	1	-
1361	chrIX	376869	376953	YIR018W	1	+
1362	chrIX	37890	37948	YIL157C	1	-
1363	chrIX	38010	38026	YIL156W-B	1	+
1364	chrIX	38419	38461	YIL156W	1	+
1365	chrIX	384193	384353	YIR019C	1	-
1366	chrIX	384749	384850	YIR019C	1	-
1367	chrIX	388271	388300	YIR021W	1	+
1368	chrIX	389699	389772	YIR022W	1	+
1369	chrIX	390785	390801	YIR023W	1	+
1370	chrIX	394525	394562	YIR024C	1	-
1371	chrIX	394636	394680	YIR025W	1	+
1372	chrIX	397007	397055	YIR026C	1	-
1373	chrIX	398608	398796	YIR027C	1	-
1374	chrIX	399452	399482	YIR028W	1	+
1375	chrIX	401708	401899	YIR029W	1	+
1376	chrIX	403810	403843	YIR030C	1	-
1377	chrIX	405717	405846	YIR031C	1	-
1378	chrIX	406635	406668	YIR032C	1	-
1379	chrIX	407065	407163	YIR033W	1	+
1380	chrIX	411781	411849	YIR034C	1	-
1381	chrIX	412829	412893	YIR035C	1	-
1382	chrIX	413884	413983	YIR036C	1	-
1383	chrIX	414032	414148	YIR037W	1	+
1384	chrIX	415523	415582	YIR038C	1	-
1385	chrIX	423290	423352	YIR039C	1	-
1386	chrIX	44067	44167	YIL155C	1	-
1387	chrIX	45374	45449	YIL154C	1	-
1388	chrIX	45489	45558	YIL153W	1	+
1389	chrIX	46860	46937	YIL152W	1	+
1390	chrIX	51192	51227	YIL151C	1	-
1391	chrIX	53107	53118	YIL150C	1	-
1392	chrIX	58535	58572	YIL149C	1	-
1393	chrIX	64006	64040	YIL147C	1	-
1394	chrIX	66320	66326	YIL146C	1	-
1395	chrIX	67651	67715	YIL145C	1	-
1396	chrIX	68318	68362	YIL144W	1	+
1397	chrIX	73400	73460	YIL143C	1	-
1398	chrIX	73602	73643	YIL142W	1	+
1399	chrIX	75559	75637	YIL140W	1	+
1400	chrIX	78998	79097	YIL139C	1	-
1401	chrIX	80062	80132	YIL138C	1	-
1402	chrIX	83155	83215	YIL137C	1	-
1403	chrIX	83878	84042	YIL136W	1	+
1404	chrIX	86726	86837	YIL135C	1	-
1405	chrIX	87706	87731	YIL134W	1	+
1406	chrIX	89793	89839	YIL133C	1	-
1407	chrIX	90787	90888	YIL132C	1	-
1408	chrIX	92642	92706	YIL131C	1	-
1409	chrIX	92986	93039	YIL130W	1	+
1410	chrV	101480	101587	YEL037C	1	-
1411	chrV	103414	103470	YEL036C	1	-
1412	chrV	104306	104425	YEL034W	1	+
1413	chrV	104463	104512	YEL035C	1	-
1414	chrV	105557	105656	YEL032W	1	+
1415	chrV	108952	108987	YEL031W	1	+
1416	chrV	116603	116615	YEL029C	1	-
1417	chrV	119356	119466	YEL027W	1	+
1418	chrV	120470	120571	YEL026W	1	+
1419	chrV	125854	125976	YEL024W	1	+
1420	chrV	129288	129324	YEL023C	1	-
1421	chrV	130030	130092	YEL022W	1	+
1422	chrV	134776	134872	YEL021W	1	+
1423	chrV	135857	135917	YEL020W-A	1	+
1424	chrV	139782	139867	YEL020C	1	-
1425	chrV	140777	140810	YEL019C	1	-
1426	chrV	140887	140958	YEL018W	1	+
1427	chrV	143061	143130	YEL017W	1	+
1428	chrV	145843	145901	YEL016C	1	-
1429	chrV	146034	146082	YEL015W	1	+
1430	chrV	148013	148066	YEL013W	1	+
1431	chrV	151341	151361	YEL012W	1	+
1432	chrV	152386	152567	YEL011W	1	+
1433	chrV	158689	158989	YEL009C	1	-
1434	chrV	160513	160958	YEL007W	1	+
1435	chrV	163365	163470	YEL006W	1	+
1436	chrV	165903	165949	YEL005C	1	-
1437	chrV	166043	166105	YEL004W	1	+
1438	chrV	169166	169244	YEL002C	1	-
1439	chrV	170115	170184	YEL001C	1	-
1440	chrV	172590	172623	YER001W	1	+
1441	chrV	175846	175905	YER002W	1	+
1442	chrV	178265	178294	YER003C	1	-
1443	chrV	178675	178722	YER004W	1	+
1444	chrV	179561	179646	YER005W	1	+
1445	chrV	181798	181831	YER006W	1	+
1446	chrV	183614	183643	YER007W	1	+
1447	chrV	186053	186064	YER007C-A	1	-
1448	chrV	190962	191021	YER008C	1	-
1449	chrV	191152	191216	YER009W	1	+
1450	chrV	192435	192533	YER010C	1	-
1451	chrV	194289	194326	YER011W	1	+
1452	chrV	197155	197270	YER012W	1	+
1453	chrV	198218	198247	YER013W	1	+
1454	chrV	201985	202024	YER014W	1	+
1455	chrV	203899	203971	YER015W	1	+
1456	chrV	207652	207717	YER016W	1	+
1457	chrV	211281	211351	YER017C	1	-
1458	chrV	211842	211858	YER019W	1	+
1459	chrV	212055	212179	YER018C	1	-
1460	chrV	213975	214087	YER019C-A	1	-
1461	chrV	214465	214754	YER020W	1	+
1462	chrV	216298	216379	YER021W	1	+
1463	chrV	218185	218212	YER022W	1	+
1464	chrV	220407	220486	YER023W	1	+
1465	chrV	221548	221612	YER024W	1	+
1466	chrV	224600	224671	YER025W	1	+
1467	chrV	228225	228333	YER026C	1	-
1468	chrV	230042	230122	YER027C	1	-
1469	chrV	232980	233026	YER029C	1	-
1470	chrV	233101	233246	YER030W	1	+
1471	chrV	234366	234367	YER032W	1	+
1472	chrV	234528	234552	YER031C	1	-
1473	chrV	240990	241082	YER033C	1	-
1474	chrV	241563	241655	YER034W	1	+
1475	chrV	242308	242462	YER035W	1	+
1476	chrV	244977	245076	YER036C	1	-
1477	chrV	245537	245655	YER037W	1	+
1478	chrV	247997	248028	YER038C	1	-
1479	chrV	249446	249502	YER040W	1	+
1480	chrV	252115	252171	YER041W	1	+
1481	chrV	254597	254692	YER042W	1	+
1482	chrV	256901	256975	YER043C	1	-
1483	chrV	257801	257915	YER044C	1	-
1484	chrV	259525	259595	YER044C-A	1	-
1485	chrV	261523	261531	YER045C	1	-
1486	chrV	262797	262992	YER046W	1	+
1487	chrV	266374	266459	YER047C	1	-
1488	chrV	26771	26874	YEL072W	1	+
1489	chrV	267920	268048	YER048C	1	-
1490	chrV	270047	270124	YER048W-A	1	+
1491	chrV	271072	271146	YER049W	1	+
1492	chrV	274055	274098	YER051W	1	+
1493	chrV	277428	277581	YER052C	1	-
1494	chrV	279058	279288	YER053C	1	-
1495	chrV	283515	283627	YER054C	1	-
1496	chrV	285254	285362	YER055C	1	-
1497	chrV	287637	287761	YER056C	1	-
1498	chrV	290581	290655	YER057C	1	-
1499	chrV	291147	291225	YER058W	1	+
1500	chrV	291850	291940	YER059W	1	+
1501	chrV	293860	293867	YER060W	1	+
1502	chrV	29456	29528	YEL071W	1	+
1503	chrV	299057	299166	YER061C	1	-
1504	chrV	300170	300276	YER062C	1	-
1505	chrV	301016	301137	YER063W	1	+
1506	chrV	303745	303746	YER064C	1	-
1507	chrV	306337	306462	YER065C	1	-
1508	chrV	311376	311431	YER067W	1	+
1509	chrV	312328	312403	YER068W	1	+
1510	chrV	314744	314859	YER069W	1	+
1511	chrV	318109	318323	YER070W	1	+
1512	chrV	321699	321765	YER071C	1	-
1513	chrV	322109	322205	YER072W	1	+
1514	chrV	323345	323425	YER073W	1	+
1515	chrV	325675	325706	YER074W	1	+
1516	chrV	326992	327067	YER074W-A	1	+
1517	chrV	330735	330777	YER075C	1	-
1518	chrV	333349	333414	YER076C	1	-
1519	chrV	338286	338298	YER078C	1	-
1520	chrV	338530	338636	YER079W	1	+
1521	chrV	339645	339704	YER080W	1	+
1522	chrV	342343	342414	YER081W	1	+
1523	chrV	345709	345744	YER082C	1	-
1524	chrV	346779	346825	YER083C	1	-
1525	chrV	346983	347013	YER084W	1	+
1526	chrV	347918	347923	YER085C	1	-
1527	chrV	348115	348186	YER086W	1	+
1528	chrV	350220	350288	YER087W	1	+
1529	chrV	352580	352646	YER087C-B	1	-
1530	chrV	354973	355265	YER088C	1	-
1531	chrV	357379	357422	YER089C	1	-
1532	chrV	357601	357664	YER090W	1	+
1533	chrV	361972	362092	YER091C	1	-
1534	chrV	362539	362653	YER092W	1	+
1535	chrV	367398	367439	YER093C	1	-
1536	chrV	368111	368190	YER093C-A	1	-
1537	chrV	369099	369210	YER094C	1	-
1538	chrV	369638	369757	YER095W	1	+
1539	chrV	371273	371381	YER096W	1	+
1540	chrV	374594	374651	YER098W	1	+
1541	chrV	378410	378464	YER099C	1	-
1542	chrV	378633	378885	YER100W	1	+
1543	chrV	381168	381237	YER101C	1	-
1544	chrV	382449	382458	YER102W	1	+
1545	chrV	383887	383949	YER103W	1	+
1546	chrV	386099	386159	YER104W	1	+
1547	chrV	391397	391442	YER105C	1	-
1548	chrV	39155	39185	YEL068C	1	-
1549	chrV	391606	391621	YER106W	1	+
1550	chrV	394064	394111	YER107C	1	-
1551	chrV	39808	39884	YEL066W	1	+
1552	chrV	401578	401622	YER110C	1	-
1553	chrV	405531	405605	YER111C	1	-
1554	chrV	40633	40877	YEL065W	1	+
1555	chrV	406493	406581	YER112W	1	+
1556	chrV	409554	409595	YER113C	1	-
1557	chrV	413317	413411	YER114C	1	-
1558	chrV	415575	415654	YER116C	1	-
1559	chrV	416077	416130	YER117W	1	+
1560	chrV	418504	418630	YER118C	1	-
1561	chrV	420211	420296	YER119C	1	-
1562	chrV	420413	420549	YER120W	1	+
1563	chrV	421606	421783	YER121W	1	+
1564	chrV	423725	423821	YER122C	1	-
1565	chrV	423979	424017	YER123W	1	+
1566	chrV	428450	428514	YER124C	1	-
1567	chrV	433555	433644	YER126C	1	-
1568	chrV	433808	433844	YER127W	1	+
1569	chrV	435149	435239	YER128W	1	+
1570	chrV	441828	441882	YER130C	1	-
1571	chrV	44424	44494	YEL064C	1	-
1572	chrV	450047	450048	YER132C	1	-
1573	chrV	456874	456942	YER134C	1	-
1574	chrV	458853	458984	YER136W	1	+
1575	chrV	461235	461247	YER137C	1	-
1576	chrV	46641	46893	YEL063C	1	-
1577	chrV	470735	470814	YER139C	1	-
1578	chrV	470907	470950	YER140W	1	+
1579	chrV	472753	472833	YER141W	1	+
1580	chrV	475457	475549	YER142C	1	-
1581	chrV	475623	475718	YER143W	1	+
1582	chrV	479583	479647	YER144C	1	-
1583	chrV	480995	481239	YER145C	1	-
1584	chrV	481951	482097	YER146W	1	+
1585	chrV	484275	484378	YER147C	1	-
1586	chrV	484513	484556	YER148W	1	+
1587	chrV	486919	486991	YER149C	1	-
1588	chrV	487616	487834	YER150W	1	+
1589	chrV	492213	492280	YER151C	1	-
1590	chrV	494536	494567	YER153C	1	-
1591	chrV	494694	494748	YER154W	1	+
1592	chrV	502600	502601	YER155C	1	-
1593	chrV	504072	504104	YER156C	1	-
1594	chrV	504484	504516	YER157W	1	+
1595	chrV	510091	510236	YER158C	1	-
1596	chrV	511238	511405	YER159C	1	-
1597	chrV	513999	514038	YER161C	1	-
1598	chrV	516464	516585	YER162C	1	-
1599	chrV	517396	517442	YER163C	1	-
1600	chrV	518682	518722	YER164W	1	+
1601	chrV	523823	523857	YER165W	1	+
1602	chrV	526051	526119	YER166W	1	+
1603	chrV	52776	52859	YEL061C	1	-
1604	chrV	531545	531546	YER167W	1	+
1605	chrV	536303	536358	YER168C	1	-
1606	chrV	536702	536776	YER169W	1	+
1607	chrV	539504	539587	YER170W	1	+
1608	chrV	540574	540620	YER171W	1	+
1609	chrV	549684	549706	YER172C	1	-
1610	chrV	549858	549929	YER173W	1	+
1611	chrV	55107	55206	YEL060C	1	-
1612	chrV	552840	552934	YER174C	1	-
1613	chrV	553992	554076	YER175C	1	-
1614	chrV	555261	555272	YER176W	1	+
1615	chrV	55767	55879	YEL059C-A	1	-
1616	chrV	559040	559255	YER177W	1	+
1617	chrV	561906	562088	YER179W	1	+
1618	chrV	56316	56405	YEL058W	1	+
1619	chrV	564756	564787	YER180C-A	1	-
1620	chrV	566061	566149	YER182W	1	+
1621	chrV	567583	567598	YER183C	1	-
1622	chrV	572681	572682	YER184C	1	-
1623	chrV	60260	60301	YEL056W	1	+
1624	chrV	64764	64765	YEL055C	1	-
1625	chrV	66392	66471	YEL054C	1	-
1626	chrV	69338	69354	YEL053C	1	-
1627	chrV	69676	69761	YEL052W	1	+
1628	chrV	71475	71543	YEL051W	1	+
1629	chrV	74048	74113	YEL050C	1	-
1630	chrV	76388	76392	YEL049W	1	+
1631	chrV	78001	78002	YEL048C	1	-
1632	chrV	79629	79658	YEL047C	1	-
1633	chrV	81682	81752	YEL046C	1	-
1634	chrV	82398	82600	YEL044W	1	+
1635	chrV	83262	83295	YEL043W	1	+
1636	chrV	86383	86516	YEL042W	1	+
1637	chrV	88605	88670	YEL041W	1	+
1638	chrV	90842	90881	YEL040W	1	+
1639	chrV	98833	98977	YEL039C	1	-
1640	chrV	99207	99306	YEL038W	1	+
1641	chrVI	100101	100148	YFL029C	1	-
1642	chrVI	101096	101178	YFL028C	1	-
1643	chrVI	102843	102896	YFL027C	1	-
1644	chrVI	108228	108281	YFL025C	1	-
1645	chrVI	111578	111640	YFL024C	1	-
1646	chrVI	111929	111943	YFL023W	1	+
1647	chrVI	11474	11475	YFL061W	1	+
1648	chrVI	116064	116136	YFL022C	1	-
1649	chrVI	117045	117214	YFL021W	1	+
1650	chrVI	124190	124293	YFL018C	1	-
1651	chrVI	124647	124743	YFL017W-A	1	+
1652	chrVI	125483	125578	YFL017C	1	-
1653	chrVI	127285	127371	YFL016C	1	-
1654	chrVI	128148	128399	YFL014W	1	+
1655	chrVI	12941	13002	YFL060C	1	-
1656	chrVI	131012	131034	YFL013C	1	-
1657	chrVI	131584	131652	YFL012W	1	+
1658	chrVI	13202	13257	YFL059W	1	+
1659	chrVI	137098	137181	YFL010C	1	-
1660	chrVI	137283	137347	YFL009W	1	+
1661	chrVI	140701	140759	YFL008W	1	+
1662	chrVI	144669	144746	YFL007W	1	+
1663	chrVI	151474	151687	YFL005W	1	+
1664	chrVI	153077	153165	YFL004W	1	+
1665	chrVI	158531	158652	YFL003C	1	-
1666	chrVI	169338	169382	YFL002C	1	-
1667	chrVI	169492	169554	YFL001W	1	+
1668	chrVI	171429	171503	YFR001W	1	+
1669	chrVI	172379	172410	YFR002W	1	+
1670	chrVI	175522	175650	YFR003C	1	-
1671	chrVI	175722	175801	YFR004W	1	+
1672	chrVI	178288	178318	YFR005C	1	-
1673	chrVI	178486	178614	YFR006W	1	+
1674	chrVI	181620	181684	YFR007W	1	+
1675	chrVI	182836	182936	YFR008W	1	+
1676	chrVI	184809	184845	YFR009W	1	+
1677	chrVI	18551	18567	YFL055W	1	+
1678	chrVI	187370	187440	YFR010W	1	+
1679	chrVI	189656	189702	YFR011C	1	-
1680	chrVI	192207	192252	YFR013W	1	+
1681	chrVI	196207	196386	YFR014C	1	-
1682	chrVI	198773	198854	YFR015C	1	-
1683	chrVI	203143	203244	YFR016C	1	-
1684	chrVI	205613	205748	YFR017C	1	-
1685	chrVI	206998	207044	YFR018C	1	-
1686	chrVI	207218	207260	YFR019W	1	+
1687	chrVI	215288	215373	YFR020W	1	+
1688	chrVI	217407	217454	YFR021W	1	+
1689	chrVI	219498	219499	YFR022W	1	+
1690	chrVI	222410	222489	YFR023W	1	+
1691	chrVI	226138	226169	YFR024C-A	1	-
1692	chrVI	227465	227552	YFR025C	1	-
1693	chrVI	228963	229017	YFR026C	1	-
1694	chrVI	230022	230112	YFR027W	1	+
1695	chrVI	232778	232800	YFR028C	1	-
1696	chrVI	233444	233527	YFR029W	1	+
1697	chrVI	235789	235911	YFR030W	1	+
1698	chrVI	242737	242789	YFR031C	1	-
1699	chrVI	24400	24482	YFL054C	1	-
1700	chrVI	244052	244165	YFR031C-A	1	-
1701	chrVI	245581	245642	YFR032C	1	-
1702	chrVI	246045	246046	YFR032C-A	1	-
1703	chrVI	247370	247511	YFR033C	1	-
1704	chrVI	248579	248634	YFR034C	1	-
1705	chrVI	249529	249561	YFR036W	1	+
1706	chrVI	251785	251840	YFR037C	1	-
1707	chrVI	251947	252005	YFR038W	1	+
1708	chrVI	256163	256288	YFR039C	1	-
1709	chrVI	256532	256626	YFR040W	1	+
1710	chrVI	260878	260930	YFR041C	1	-
1711	chrVI	261018	261081	YFR042W	1	+
1712	chrVI	262425	262523	YFR043C	1	-
1713	chrVI	264064	264118	YFR044C	1	-
1714	chrVI	264699	264700	YFR045W	1	+
1715	chrVI	266721	266811	YFR046C	1	-
1716	chrVI	267791	267830	YFR047C	1	-
1717	chrVI	268683	268730	YFR048W	1	+
1718	chrVI	270928	271124	YFR049W	1	+
1719	chrVI	272482	272571	YFR050C	1	-
1720	chrVI	274416	274488	YFR051C	1	-
1721	chrVI	275041	275128	YFR052W	1	+
1722	chrVI	277742	277861	YFR053C	1	-
1723	chrVI	286535	286578	YFR055W	1	+
1724	chrVI	291124	291125	YFR057W	1	+
1725	chrVI	57701	57752	YFL049W	1	+
1726	chrVI	61129	61170	YFL048C	1	-
1727	chrVI	61345	61364	YFL047W	1	+
1728	chrVI	63633	63755	YFL046W	1	+
1729	chrVI	65341	65442	YFL045C	1	-
1730	chrVI	66484	66584	YFL044C	1	-
1731	chrVI	68693	68731	YFL042C	1	-
1732	chrVI	70039	70081	YFL041W	1	+
1733	chrVI	75702	75852	YFL039C	1	-
1734	chrVI	76927	77022	YFL038C	1	-
1735	chrVI	77177	77265	YFL037W	1	+
1736	chrVI	79450	79507	YFL036W	1	+
1737	chrVI	84956	85009	YFL034C-B	1	-
1738	chrVI	85899	85950	YFL034C-A	1	-
1739	chrVI	86210	86239	YFL034W	1	+
1740	chrVI	95461	95605	YFL033C	1	-
1741	chrVI	95975	96056	YFL031W	1	+
1742	chrVI	97627	97752	YFL030W	1	+
1743	chrVII	100020	100085	YGL207W	1	+
1744	chrVII	1002358	1002388	YGR261C	1	-
1745	chrVII	1003340	1003390	YGR262C	1	-
1746	chrVII	1004776	1004865	YGR263C	1	-
1747	chrVII	1007438	1007505	YGR264C	1	-
1748	chrVII	1008155	1008240	YGR266W	1	+
1749	chrVII	1011432	1011536	YGR267C	1	-
1750	chrVII	1012183	1012281	YGR268C	1	-
1751	chrVII	1012809	1012836	YGR270W	1	+
1752	chrVII	1017344	1017347	YGR271W	1	+
1753	chrVII	1024078	1024132	YGR271C-A	1	-
1754	chrVII	1024836	1024874	YGR273C	1	-
1755	chrVII	1028671	1028727	YGR274C	1	-
1756	chrVII	1031054	1031098	YGR276C	1	-
1757	chrVII	1032125	1032170	YGR277C	1	-
1758	chrVII	1032272	1032299	YGR278W	1	+
1759	chrVII	1035598	1035763	YGR279C	1	-
1760	chrVII	1037338	1037370	YGR280C	1	-
1761	chrVII	1038168	1038209	YGR281W	1	+
1762	chrVII	1044326	1044474	YGR282C	1	-
1763	chrVII	1047202	1047280	YGR284C	1	-
1764	chrVII	1048755	1048807	YGR285C	1	-
1765	chrVII	1050567	1050621	YGR286C	1	-
1766	chrVII	1060436	1060452	YGR292W	1	+
1767	chrVII	108751	108801	YGL206C	1	-
1768	chrVII	109108	109328	YGL205W	1	+
1769	chrVII	115897	115994	YGL203C	1	-
1770	chrVII	117113	117244	YGL202W	1	+
1771	chrVII	122109	122200	YGL201C	1	-
1772	chrVII	124524	124594	YGL200C	1	-
1773	chrVII	124778	124825	YGL198W	1	+
1774	chrVII	125661	125785	YGL197W	1	+
1775	chrVII	130953	131032	YGL196W	1	+
1776	chrVII	132689	132702	YGL195W	1	+
1777	chrVII	141229	141255	YGL194C-A	1	-
1778	chrVII	143062	143063	YGL194C	1	-
1779	chrVII	145895	146059	YGL191W	1	+
1780	chrVII	148848	148945	YGL190C	1	-
1781	chrVII	149786	149803	YGL189C	1	-
1782	chrVII	151387	151388	YGL187C	1	-
1783	chrVII	153988	154094	YGL186C	1	-
1784	chrVII	155519	155561	YGL185C	1	-
1785	chrVII	157247	157392	YGL184C	1	-
1786	chrVII	158447	158587	YGL183C	1	-
1787	chrVII	159006	159086	YGL181W	1	+
1788	chrVII	160693	160913	YGL180W	1	+
1789	chrVII	16072	16103	YGL255W	1	+
1790	chrVII	166377	166385	YGL179C	1	-
1791	chrVII	17414	17452	YGL254W	1	+
1792	chrVII	174335	174347	YGL176C	1	-
1793	chrVII	175549	175592	YGL175C	1	-
1794	chrVII	175686	175787	YGL174W	1	+
1795	chrVII	181635	181658	YGL173C	1	-
1796	chrVII	181863	181906	YGL172W	1	+
1797	chrVII	183554	183603	YGL171W	1	+
1798	chrVII	186611	186639	YGL170C	1	-
1799	chrVII	187213	187273	YGL169W	1	+
1800	chrVII	19048	19051	YGL253W	1	+
1801	chrVII	191852	191950	YGL167C	1	-
1802	chrVII	192270	192356	YGL166W	1	+
1803	chrVII	194488	194555	YGL164C	1	-
1804	chrVII	197650	197752	YGL163C	1	-
1805	chrVII	199144	199152	YGL162W	1	+
1806	chrVII	201304	201410	YGL161C	1	-
1807	chrVII	201580	201702	YGL160W	1	+
1808	chrVII	203813	203875	YGL159W	1	+
1809	chrVII	208036	208114	YGL158W	1	+
1810	chrVII	210074	210134	YGL157W	1	+
1811	chrVII	211471	211593	YGL156W	1	+
1812	chrVII	215105	215206	YGL155W	1	+
1813	chrVII	217178	217308	YGL154C	1	-
1814	chrVII	217386	217444	YGL153W	1	+
1815	chrVII	218644	218663	YGL151W	1	+
1816	chrVII	22651	22703	YGL252C	1	-
1817	chrVII	226823	227007	YGL150C	1	-
1818	chrVII	227460	227562	YGL148W	1	+
1819	chrVII	229519	229537	YGL147C	1	-
1820	chrVII	230899	231021	YGL146C	1	-
1821	chrVII	231347	231387	YGL145W	1	+
1822	chrVII	235709	235735	YGL144C	1	-
1823	chrVII	237138	237184	YGL143C	1	-
1824	chrVII	239307	239361	YGL142C	1	-
1825	chrVII	239456	239522	YGL141W	1	+
1826	chrVII	246339	246381	YGL140C	1	-
1827	chrVII	246563	246592	YGL139W	1	+
1828	chrVII	250747	250777	YGL138C	1	-
1829	chrVII	250978	251004	YGL137W	1	+
1830	chrVII	255038	255103	YGL136C	1	-
1831	chrVII	255688	255764	YGL135W	1	+
1832	chrVII	256681	256772	YGL134W	1	+
1833	chrVII	258684	258693	YGL133W	1	+
1834	chrVII	267080	267124	YGL131C	1	-
1835	chrVII	267233	267282	YGL130W	1	+
1836	chrVII	27011	27075	YGL250W	1	+
1837	chrVII	270286	270343	YGL129C	1	-
1838	chrVII	271314	271386	YGL128C	1	-
1839	chrVII	271937	272041	YGL127C	1	-
1840	chrVII	272107	272175	YGL126W	1	+
1841	chrVII	273688	273712	YGL125W	1	+
1842	chrVII	277914	277942	YGL124C	1	-
1843	chrVII	278612	278803	YGL123W	1	+
1844	chrVII	28143	28203	YGL249W	1	+
1845	chrVII	281668	281720	YGL122C	1	-
1846	chrVII	282278	282443	YGL121C	1	-
1847	chrVII	285107	285135	YGL120C	1	-
1848	chrVII	285531	285574	YGL119W	1	+
1849	chrVII	289533	289637	YGL117W	1	+
1850	chrVII	290801	290814	YGL116W	1	+
1851	chrVII	293022	293098	YGL115W	1	+
1852	chrVII	294556	294595	YGL114W	1	+
1853	chrVII	296972	297039	YGL113W	1	+
1854	chrVII	300855	300931	YGL112C	1	-
1855	chrVII	301050	301077	YGL111W	1	+
1856	chrVII	304543	304613	YGL110C	1	-
