"score"	"consensus.cluster"	"tpm"	"annotation"	"genes"	"coordinates"
"2956"	35.1845768985277	3017	28.7651656030685	"unknown"	""	"chrIV:577767-577839:-"
"2957"	9.81545813376721	2050	6.66435100103443	"unknown"	"YDR065W"	"chrIV:578284-578292:+"
"2958"	110.989977171848	3018	101.983418781856	"unknown"	"YDR066C"	"chrIV:580187-580313:-"
"2959"	269.663227257867	3019	267.193455459583	"unknown"	"YDR067C"	"chrIV:581123-581196:-"
"2960"	653.473687870467	2051	649.90937598783	"unknown"	"YDR068W"	"chrIV:581283-581338:+"
"2961"	4.35370251432709	3020	1.04944320478966	"unknown"	""	"chrIV:581575:-"
"2962"	52.4242056182592	3021	49.913652631236	"unknown"	"YDR069C"	"chrIV:585427-585447:-"
"2963"	4.74819642972873	3022	2.95386183767253	"unknown"	"YDR070C"	"chrIV:585793-585818:-"
"2964"	63.5088059747799	2052	61.737497214761	"unknown"	""	"chrIV:585867-585913:+"
"2965"	9.90509503459351	3023	5.07876337123825	"unknown"	"YDR070C"	"chrIV:585882-585937:-"
"2966"	3.11456097031541	2053	1.24937006193582	"unknown"	""	"chrIV:586062:+"
"2967"	8605.42104069627	3024	8599.40609979386	"unknown"	"YDR070C"	"chrIV:586080-586233:-"
"2968"	5.81647411983854	2054	2.82746257853277	"unknown"	""	"chrIV:586977:+"
"2969"	2712.47583372561	3025	2710.90107775699	"unknown"	"YDR071C"	"chrIV:587090-587214:-"
"2970"	1.35663591060435	2055	1.02816821037555	"unknown"	""	"chrIV:587418:+"
"2971"	2.64328870933938	3026	1.08508014796547	"unknown"	"YDR072C"	"chrIV:588459:-"
"2972"	16.5034213384328	2056	16.5034213384328	"unknown"	""	"chrIV:589071:+"
"2973"	282.727585456424	3027	275.769588012085	"unknown"	"YDR072C"	"chrIV:589132-589243:-"
"2974"	1.94214566342703	2057	1.28521026296944	"unknown"	""	"chrIV:589628:+"
"2975"	11.9408873920561	2058	9.67860070465303	"unknown"	"YDR073W"	"chrIV:589682-589713:+"
"2976"	72.6866434816414	2059	64.20906556699	"unknown"	"YDR073W"	"chrIV:589789-589897:+"
"2977"	186.657247480763	2060	183.51142920652	"unknown"	"YDR073W"	"chrIV:589999-590142:+"
"2978"	59.895393368754	2061	58.6214448621541	"unknown"	"YDR073W"	"chrIV:590204-590262:+"
"2979"	4.46177806719884	2062	2.59481090328077	"unknown"	"YDR073W"	"chrIV:590322-590342:+"
"2980"	19.5363742076941	3028	14.4015615144199	"unknown"	""	"chrIV:590544-590588:-"
"2981"	2.73110873680642	3029	2.46299105298393	"unknown"	""	"chrIV:590997:-"
"2982"	66.1805245983532	2063	62.3858222517505	"unknown"	"YDR074W"	"chrIV:591286-591318:+"
"2983"	2841.2076319975	2064	2839.32095573589	"unknown"	"YDR074W"	"chrIV:591403-591450:+"
"2984"	44.118267811992	2065	42.9576337946731	"unknown"	"YDR074W"	"chrIV:592536-592546:+"
"2985"	1.83708330440342	2066	1.02221186885658	"unknown"	"YDR074W"	"chrIV:592604:+"
"2986"	1.5231954878129	2067	1.0483993562828	"unknown"	"YDR074W"	"chrIV:593270:+"
"2987"	136.401799073024	2068	135.178001587333	"unknown"	"YDR075W"	"chrIV:594595-594617:+"
"2988"	32.6881300770841	2069	27.4712508076915	"unknown"	"YDR076W"	"chrIV:596038-596082:+"
"2989"	8.39693052364008	3030	5.58363938303459	"unknown"	""	"chrIV:596984-597032:-"
"2990"	133.660954152292	2070	128.981798885152	"unknown"	"YDR077W"	"chrIV:598147-598238:+"
"2991"	123348.186303821	2071	123306.2902339	"unknown"	"YDR077W"	"chrIV:598304-599477:+"
"2992"	331.572329406604	3031	331.572329406604	"unknown"	""	"chrIV:598454-598456:-"
"2993"	289.769767319588	3032	287.227905821916	"unknown"	""	"chrIV:598512-598594:-"
"2994"	136.177399627078	3033	132.107471785464	"unknown"	""	"chrIV:598652-598791:-"
"2995"	2.17910753911235	3034	1.92206548651846	"unknown"	""	"chrIV:599376:-"
"2996"	1.48781631120305	3035	1.02816821037555	"unknown"	""	"chrIV:599432:-"
"2997"	4.22973962722507	2072	2.94427735537504	"unknown"	""	"chrIV:599556:+"
"2998"	13.3828979183304	2073	10.7580472103612	"unknown"	""	"chrIV:599846-599883:+"
"2999"	2.11353808047203	3036	1.02816821037555	"unknown"	"YDR078C"	"chrIV:600070:-"
"3000"	2.60401713302367	2074	1.28521026296944	"unknown"	"YDR079W"	"chrIV:600417:+"
"3001"	207.883867151913	3037	206.07778197696	"unknown"	"YDR078C"	"chrIV:600470-600522:-"
"3002"	180.572567841281	2075	176.29031484057	"unknown"	"YDR079W"	"chrIV:600614-600676:+"
"3003"	7.66631806532771	3038	6.36308476161959	"unknown"	"YDR078C"	"chrIV:600841:-"
"3004"	211.001864708952	3039	210.015428210801	"unknown"	"YDR079C-A"	"chrIV:601391-601477:-"
"3005"	107.836766002577	2076	106.527628221612	"unknown"	"YDR080W"	"chrIV:601545-601581:+"
"3006"	6.35718880009004	3040	5.58535118349778	"unknown"	""	"chrIV:602022-602026:-"
"3007"	3.07032380243457	2633	1.02816821037555	"unknown"	"YDL227C"	"chrIV:60369:-"
"3008"	9.78122019944766	1682	3.12601077144801	"unknown"	""	"chrIV:60547-60576:+"
"3009"	211.630611158135	3041	210.096915684392	"unknown"	"YDR081C"	"chrIV:607748-607778:-"
"3010"	71.8621973248814	2077	66.0106248733161	"unknown"	"YDR082W"	"chrIV:607925-607996:+"
"3011"	2.66767112638601	3042	1.04944320478966	"unknown"	""	"chrIV:608215:-"
"3012"	15.0864534983996	2078	12.5838410768883	"unknown"	"YDR083W"	"chrIV:610408-610419:+"
"3013"	6.23514618855661	2079	5.84160498676049	"unknown"	""	"chrIV:611380:+"
"3014"	481.607186680111	3043	479.917797718138	"unknown"	"YDR084C"	"chrIV:611625-611686:-"
"3015"	4.2032585243299	3044	1.79929436815722	"unknown"	"YDR085C"	"chrIV:613405:-"
"3016"	8.80762017386545	3045	6.8927180770621	"unknown"	"YDR085C"	"chrIV:613587-613602:-"
"3017"	552.451361653556	3046	531.697769055364	"unknown"	"YDR085C"	"chrIV:613755-614000:-"
"3018"	100.04342834312	2080	95.084169175862	"unknown"	""	"chrIV:613900-613974:+"
"3019"	19.4021466142611	2081	18.1959504326286	"unknown"	""	"chrIV:614144-614155:+"
"3020"	12.9383246084512	3047	8.18897497554014	"unknown"	""	"chrIV:614181-614273:-"
"3021"	3.13420759367662	2082	2.33360961925224	"unknown"	""	"chrIV:614417:+"
"3022"	2.6905287047252	2083	1.0483993562828	"unknown"	""	"chrIV:614586:+"
"3023"	25.3650770692717	2084	22.2139774051776	"unknown"	""	"chrIV:614676-614719:+"
"3024"	1330.93573292063	3048	1327.65838600732	"unknown"	"YDR086C"	"chrIV:614786-614884:-"
"3025"	4.49082353163833	2085	3.26755632004308	"unknown"	""	"chrIV:615065:+"
"3026"	6.86601705800975	2086	4.85986475589366	"unknown"	""	"chrIV:615333-615345:+"
"3027"	6.83747906446816	2087	2.313378473345	"unknown"	""	"chrIV:615402-615412:+"
"3028"	169.084016128147	3049	166.505506423003	"unknown"	"YDR087C"	"chrIV:615924-615964:-"
"3029"	40.2760132381767	3050	33.2579767071959	"unknown"	"YDR088C"	"chrIV:617418-617491:-"
"3030"	7.73391149776656	3051	3.89468666800681	"unknown"	""	"chrIV:618798-618848:-"
"3031"	21.3781701237219	2088	18.4998696536365	"unknown"	""	"chrIV:619190-619203:+"
"3032"	1.71764036161681	3052	1.02816821037555	"unknown"	""	"chrIV:619349:-"
"3033"	13.0818340171465	2089	11.2134674766847	"unknown"	"YDR089W"	"chrIV:619519-619535:+"
"3034"	6.28830207352508	2090	4.81422502571611	"unknown"	"YDR089W"	"chrIV:620842:+"
"3035"	16.5483404345696	2091	15.1395327719212	"unknown"	"YDR089W"	"chrIV:620951-620982:+"
"3036"	6.83905809314761	2092	5.39504028909778	"unknown"	""	"chrIV:622636-622660:+"
"3037"	3.57718171868069	3053	1.7053452077832	"unknown"	"YDR090C"	"chrIV:622863:-"
"3038"	435.214353861025	3054	429.146618342824	"unknown"	"YDR090C"	"chrIV:623572-623712:-"
"3039"	1.68531619481117	2093	1.02816821037555	"unknown"	""	"chrIV:623598:+"
"3040"	22.1432295125408	2094	18.6387244061482	"unknown"	""	"chrIV:623904-623923:+"
"3041"	2.21373705200456	2095	1.02816821037555	"unknown"	""	"chrIV:626025:+"
"3042"	328.099896714429	3055	324.504543846162	"unknown"	"YDR091C"	"chrIV:626134-626243:-"
"3043"	15.4440344236453	2096	14.7881324206518	"unknown"	""	"chrIV:626558-626604:+"
"3044"	7.78186044380614	2097	7.66828134726652	"unknown"	""	"chrIV:626904-626907:+"
"3045"	1571.04162478235	2098	1569.4422180551	"unknown"	""	"chrIV:627220-627308:+"
"3046"	22.0713532687956	2099	18.8167293403045	"unknown"	""	"chrIV:627614-627636:+"
"3047"	3.10269164197896	3056	1.0483993562828	"unknown"	""	"chrIV:627746:-"
"3048"	35.2691745910525	2100	33.7610650273063	"unknown"	"YDR093W"	"chrIV:628473-628484:+"
"3049"	18.825572472979	2101	18.825572472979	"unknown"	""	"chrIV:633958-633960:+"
"3050"	37.1944503932577	2102	28.4485075586403	"unknown"	""	"chrIV:634019-634083:+"
"3051"	17.6735949303205	2103	13.3029437067717	"unknown"	""	"chrIV:634135-634181:+"
"3052"	68.1351089730399	2104	62.2703838039926	"unknown"	"YDR096W"	"chrIV:634298-634402:+"
"3053"	131.595199195085	3057	123.133143819132	"unknown"	"YDR097C"	"chrIV:641331-641395:-"
"3054"	6.97203082172363	3058	4.13290398740946	"unknown"	"YDR098C"	"chrIV:642054-642062:-"
"3055"	2.9081092568985	3059	1.0483993562828	"unknown"	"YDR098C"	"chrIV:642123:-"
"3056"	2.2058295842195	2105	1.28521026296944	"unknown"	""	"chrIV:642262:+"
"3057"	695.355579493028	3060	694.953402967294	"unknown"	"YDR098C"	"chrIV:642402-642444:-"
"3058"	9.78089399976881	2106	4.40006161295697	"unknown"	""	"chrIV:642727-642746:+"
"3059"	10.3274344453294	2107	10.3274344453294	"unknown"	""	"chrIV:642846:+"
"3060"	437.345842005496	3061	433.878329610729	"unknown"	""	"chrIV:643818-643893:-"
"3061"	1.45994348901657	3062	1.28521026296944	"unknown"	""	"chrIV:644032:-"
"3062"	7.78257749441763	3063	2.46893406074996	"unknown"	""	"chrIV:644095-644113:-"
"3063"	8089.38519208333	2108	8088.4165861736	"unknown"	""	"chrIV:644142-644286:+"
"3064"	10.5685506757982	3064	9.4153013854512	"unknown"	""	"chrIV:644301:-"
"3065"	9.06409840506499	2109	5.97826812613139	"unknown"	"YDR099W"	"chrIV:644891-644901:+"
"3066"	102.287987573858	2110	96.8109670357566	"unknown"	"YDR099W"	"chrIV:645015-645097:+"
"3067"	47.1626816432833	3065	47.1626816432833	"unknown"	""	"chrIV:645111-645112:-"
"3068"	4.88644643591037	3066	2.46583386835781	"unknown"	""	"chrIV:645228-645266:-"
"3069"	1.6077349554322	2111	1.31180400598707	"unknown"	"YDR099W"	"chrIV:645451:+"
"3070"	2.97763069366878	2112	2.313378473345	"unknown"	"YDR099W"	"chrIV:645557:+"
"3071"	10.4089122503667	2113	7.53115979568446	"unknown"	"YDR099W"	"chrIV:645748-645800:+"
"3072"	8.22280114210637	2114	3.59858873631444	"unknown"	"YDR099W"	"chrIV:645865-645875:+"
"3073"	6.00241707897462	2115	5.16107219778501	"unknown"	""	"chrIV:645962:+"
"3074"	6.33644561235079	3067	5.58086656207816	"unknown"	""	"chrIV:646302-646307:-"
"3075"	903.623727788248	2116	901.029674406872	"unknown"	"YDR100W"	"chrIV:646472-646534:+"
"3076"	2.73767726581593	3068	1.57416480718449	"unknown"	""	"chrIV:646719:-"
"3077"	1.35663591060435	2117	1.02816821037555	"unknown"	"YDR100W"	"chrIV:646755:+"
"3078"	2.43203063678334	3069	1.02816821037555	"unknown"	""	"chrIV:646791:-"
"3079"	32.3553723927829	3070	30.642654975221	"unknown"	"YDR101C"	"chrIV:648979-649006:-"
"3080"	1.8600494208583	2118	1.02816821037555	"unknown"	""	"chrIV:649268:+"
"3081"	11.2886194886305	1683	11.2886194886305	"unknown"	""	"chrIV:65285:+"
"3082"	378.822828331166	2634	375.04231769131	"unknown"	"YDL226C"	"chrIV:65434-65471:-"
"3083"	364.237997796516	1684	363.002829524682	"unknown"	"YDL225W"	"chrIV:65632-65673:+"
"3084"	110.831721574759	3071	108.405063283654	"unknown"	"YDR104C"	"chrIV:656454-656492:-"
"3085"	1.69239738127848	2119	1.22313258232993	"unknown"	"YDR106W"	"chrIV:658197:+"
"3086"	160.385831301648	3072	155.208923834828	"unknown"	"YDR105C"	"chrIV:658299-658349:-"
"3087"	6.97767373414963	2120	4.70236624874024	"unknown"	"YDR106W"	"chrIV:658488:+"
"3088"	6.07997819988151	3073	4.13110502054244	"unknown"	"YDR105C"	"chrIV:658529:-"
"3089"	5.8047436817928	2635	4.27824166695172	"unknown"	""	"chrIV:65870:-"
"3090"	3.16959260580564	2121	1.04944320478966	"unknown"	"YDR106W"	"chrIV:659091:+"
"3091"	3.48749241369713	3074	1.0483993562828	"unknown"	""	"chrIV:659441:-"
"3092"	369.060191859328	3075	368.186525729093	"unknown"	"YDR107C"	"chrIV:662185-662246:-"
"3093"	159.937874504405	2122	155.122982752895	"unknown"	"YDR108W"	"chrIV:662335-662452:+"
"3094"	1.02816821037555	2123	1.02816821037555	"unknown"	"YDR108W"	"chrIV:663831:+"
"3095"	2.05674555905265	3076	1.04944320478966	"unknown"	"YDR109C"	"chrIV:665367:-"
"3096"	9.0556445907447	3077	6.05873697392448	"unknown"	"YDR109C"	"chrIV:665758-665807:-"
"3097"	6.05770357646043	2124	4.5518642245187	"unknown"	""	"chrIV:666005-666044:+"
"3098"	57.7590575528528	3078	55.3314392034735	"unknown"	"YDR109C"	"chrIV:666807-666826:-"
"3099"	28.2553738879588	3079	21.498256806657	"unknown"	"YDR109C"	"chrIV:667011-667054:-"
"3100"	101.433451638995	2125	98.8728507013478	"unknown"	"YDR110W"	"chrIV:667187-667223:+"
"3101"	8.34431446831098	3080	4.40229390103708	"unknown"	"YDR111C"	"chrIV:670466-670477:-"
"3102"	19.4650171806658	2126	18.7761998494309	"unknown"	""	"chrIV:670516:+"
"3103"	172.21437668052	3081	161.458466831499	"unknown"	"YDR111C"	"chrIV:670661-670824:-"
"3104"	9.27144649632602	2127	7.4891475937734	"unknown"	""	"chrIV:670807:+"
"3105"	239.887629402056	3082	239.01396327182	"unknown"	"YDR111C"	"chrIV:670900-670928:-"
"3106"	137.134756352944	3083	128.453550404222	"unknown"	"YDR111C"	"chrIV:671010-671158:-"
"3107"	309.611397522785	2128	297.776313650062	"unknown"	""	"chrIV:671098-671260:+"
"3108"	2.23106964679824	3084	2.05633642075111	"unknown"	"YDR113C"	"chrIV:672434:-"
"3109"	7.52964883999519	2129	6.22155915537314	"unknown"	""	"chrIV:672658:+"
"3110"	1.98627705193314	2130	1.02816821037555	"unknown"	""	"chrIV:672712:+"
"3111"	4.79255095449558	2131	3.79303322057064	"unknown"	""	"chrIV:672796:+"
"3112"	871.794378274463	3085	869.672728492769	"unknown"	"YDR113C"	"chrIV:672797-672901:-"
"3113"	8.83665392113121	3086	5.05468657333692	"unknown"	"YDR113C"	"chrIV:673037-673072:-"
"3114"	490.7267217715	2132	487.779470402762	"unknown"	"YDR115W"	"chrIV:673262-673324:+"
"3115"	120.929274643294	3087	120.929274643294	"unknown"	"YDR116C"	"chrIV:674735-674774:-"
"3116"	128.036427921559	3088	128.036427921559	"unknown"	"YDR117C"	"chrIV:676814-676841:-"
"3117"	195.454699209238	2133	189.168907740464	"unknown"	"YDR118W"	"chrIV:676953-677023:+"
"3118"	2.31257688845567	3089	1.57829839704069	"unknown"	"YDR117C"	"chrIV:677128:-"
"3119"	2.55898524280642	3090	1.02816821037555	"unknown"	""	"chrIV:677204:-"
"3120"	332.24950085873	2134	328.180993406525	"unknown"	"YDR119W"	"chrIV:679260-679361:+"
"3121"	2.17832185990836	3091	1.02816821037555	"unknown"	""	"chrIV:680328:-"
"3122"	26.1937750641817	2135	25.882908668012	"unknown"	"YDR119W"	"chrIV:680486-680522:+"
"3123"	2.7972156358378	3092	2.52909795201531	"unknown"	""	"chrIV:680585:-"
"3124"	1.56678432874768	2136	1.02816821037555	"unknown"	"YDR119W"	"chrIV:681233:+"
"3125"	2.65492701980059	2137	1.0483993562828	"unknown"	"YDR119W"	"chrIV:681312:+"
"3126"	2.86014228656446	2138	1.04944320478966	"unknown"	"YDR119W-A"	"chrIV:681967:+"
"3127"	6856.20746766484	2139	6851.85651904591	"unknown"	"YDR119W-A"	"chrIV:682064-682274:+"
"3128"	126.394447687567	3093	125.112080239972	"unknown"	""	"chrIV:682217-682261:-"
"3129"	16.3362487510208	3094	13.6685256013542	"unknown"	""	"chrIV:682318-682327:-"
"3130"	52.1663876137726	2140	50.9907041795301	"unknown"	"YDR119W-A"	"chrIV:682362-682402:+"
"3131"	2.88060241379168	2141	1.39786580837706	"unknown"	""	"chrIV:682455:+"
"3132"	1.35319783178796	3095	1.08508014796547	"unknown"	"YDR120C"	"chrIV:682746:-"
"3133"	27.2837177725635	3096	27.2837177725635	"unknown"	"YDR120C"	"chrIV:684388-684393:-"
"3134"	2573.26400133837	2142	2568.15290731413	"unknown"	"YDR121W"	"chrIV:684560-684694:+"
"3135"	2.39563115274412	3097	1.0483993562828	"unknown"	"YDR120C"	"chrIV:684752:-"
"3136"	9.96046783733389	2143	9.27899325809617	"unknown"	"YDR121W"	"chrIV:684852:+"
"3137"	49.3559800779838	2144	47.8023267831222	"unknown"	"YDR121W"	"chrIV:684962-684994:+"
"3138"	445.092816420321	2145	434.377398867657	"unknown"	"YDR122W"	"chrIV:685545-685642:+"
"3139"	6.93726225880944	3098	4.6070069281417	"unknown"	""	"chrIV:685645:-"
"3140"	1.90183434061122	2146	1.02816821037555	"unknown"	"YDR122W"	"chrIV:687460:+"
"3141"	480.830228168832	3099	463.6867757654	"unknown"	"YDR123C"	"chrIV:690537-690738:-"
"3142"	4.41640157915386	2147	3.58081358058933	"unknown"	""	"chrIV:690901:+"
"3143"	4.06860441897615	2148	2.05633642075111	"unknown"	""	"chrIV:690964:+"
"3144"	3.69408537270991	2149	2.18419032167899	"unknown"	"YDR124W"	"chrIV:691116-691134:+"
"3145"	7.85331985553636	2150	6.3883275332891	"unknown"	"YDR124W"	"chrIV:691408-691424:+"
"3146"	35.9385501837365	3100	33.8759148463059	"unknown"	"YDR125C"	"chrIV:693870-693900:-"
"3147"	54.4012879042168	2151	49.0408308920111	"unknown"	"YDR126W"	"chrIV:694346-694393:+"
"3148"	2.00069349216387	1685	1.02816821037555	"unknown"	""	"chrIV:69458:+"
"3149"	78.3200731420158	2152	69.298064221738	"unknown"	"YDR127W"	"chrIV:695547-695625:+"
"3150"	89.5183988151323	2636	87.973360712547	"unknown"	"YDL224C"	"chrIV:69942-69995:-"
"3151"	37.6324550852078	2153	35.910995539105	"unknown"	"YDR128W"	"chrIV:700658-700698:+"
"3152"	6.03555455416666	2637	5.24323719220277	"unknown"	"YDL223C"	"chrIV:70495-70519:-"
"3153"	1.02816821037555	2154	1.02816821037555	"unknown"	""	"chrIV:705114:+"
"3154"	5.82919769132689	3101	5.71561859478727	"unknown"	"YDR129C"	"chrIV:705268:-"
"3155"	2.67296049839288	3102	1.79929436815722	"unknown"	"YDR129C"	"chrIV:705616:-"
"3156"	6.56961561469528	2155	3.83357080874982	"unknown"	""	"chrIV:706290-706303:+"
"3157"	4.35329678544176	3103	1.39786580837706	"unknown"	"YDR129C"	"chrIV:706412:-"
"3158"	1118.89837221562	3104	1118.89837221562	"unknown"	"YDR129C"	"chrIV:706575-706622:-"
"3159"	3.85229934881075	2156	2.64506976971415	"unknown"	""	"chrIV:706813:+"
"3160"	342.166343326697	3105	337.739251375446	"unknown"	"YDR130C"	"chrIV:707768-707828:-"
"3161"	98.7113912744341	3106	95.6431795134613	"unknown"	"YDR131C"	"chrIV:709657-709737:-"
"3162"	13.0093435308684	2157	9.16325043125739	"unknown"	""	"chrIV:709808-709839:+"
"3163"	4.40126050357302	3107	4.40126050357302	"unknown"	"YDR132C"	"chrIV:711229:-"
"3164"	4.66250873259815	2158	4.17830848692502	"unknown"	""	"chrIV:711341:+"
"3165"	117.787441511151	3108	113.833217260087	"unknown"	"YDR132C"	"chrIV:711541-711612:-"
"3166"	8.22423495964266	2159	5.07419344019749	"unknown"	""	"chrIV:711776-711785:+"
"3167"	10.9448598155028	3109	6.86388980807434	"unknown"	""	"chrIV:712157-712238:-"
"3168"	6.3108522662604	2160	4.06659241855993	"unknown"	""	"chrIV:712273-712303:+"
"3169"	70.2124805169838	3110	56.849322591625	"unknown"	""	"chrIV:712355-712594:-"
"3170"	3.6496939931677	2161	1.54225231556333	"unknown"	""	"chrIV:712446:+"
"3171"	6.59705001917352	2162	5.86588678671715	"unknown"	""	"chrIV:712499:+"
"3172"	30.8556507049589	2163	27.3483302891183	"unknown"	""	"chrIV:712556-712642:+"
"3173"	59632.2874386541	3111	59630.662129546	"unknown"	""	"chrIV:712649-712828:-"
"3174"	23.2282575368327	2164	20.5224663038009	"unknown"	""	"chrIV:713469-713495:+"
"3175"	14.6849189512748	3112	11.6819332057666	"unknown"	""	"chrIV:713486-713508:-"
"3176"	61.0590525186483	3113	57.7934319545631	"unknown"	"YDR135C"	"chrIV:718772-718802:-"
"3177"	58.0683365040503	2165	57.5542523988625	"unknown"	"YDR137W"	"chrIV:719333-719353:+"
"3178"	55.4572294155873	2166	54.9431453103995	"unknown"	"YDR138W"	"chrIV:721719-721745:+"
"3179"	11.9781166907984	3114	8.59847242314684	"unknown"	""	"chrIV:722635-722643:-"
"3180"	94.6957868872641	2167	92.6171680067659	"unknown"	"YDR138W"	"chrIV:722834-722893:+"
"3181"	291.038928751319	3115	289.986095632006	"unknown"	""	"chrIV:725110-725174:-"
"3182"	300.244124584109	2168	300.244124584109	"unknown"	"YDR140W"	"chrIV:725298-725319:+"
"3183"	39.4667510397239	3116	39.4667510397239	"unknown"	"YDR141C"	"chrIV:728489:-"
"3184"	105.401829716231	3117	101.11782095933	"unknown"	"YDR141C"	"chrIV:731186-731226:-"
"3185"	1.4650627787262	2638	1.02221186885658	"unknown"	"YDL223C"	"chrIV:73128:-"
"3186"	2.70874078836442	2169	1.28521026296944	"unknown"	""	"chrIV:731436:+"
"3187"	34.5524841386603	2639	33.7636367471321	"unknown"	"YDL223C"	"chrIV:73198-73239:-"
"3188"	4.99148047244838	2170	2.73351341815875	"unknown"	""	"chrIV:732671:+"
"3189"	324.030005138745	3118	318.830471075714	"unknown"	"YDR142C"	"chrIV:732849-732984:-"
"3190"	3.25229707788237	2171	1.44298440658578	"unknown"	""	"chrIV:734539:+"
"3191"	2.24072950414117	2640	1.02816821037555	"unknown"	"YDL223C"	"chrIV:73471:-"
"3192"	136.053156075497	3119	129.133778161204	"unknown"	"YDR143C"	"chrIV:735138-735202:-"
"3193"	34.8087349464713	2172	32.6856987542998	"unknown"	""	"chrIV:735388-735409:+"
"3194"	3.77581704480827	1686	2.85807616487075	"unknown"	""	"chrIV:73585:+"
"3195"	31.8397566814143	2641	26.0374562246721	"unknown"	"YDL223C"	"chrIV:73719-73813:-"
"3196"	20.1769755359516	3120	17.8073931744111	"unknown"	"YDR144C"	"chrIV:737397-737419:-"
"3197"	317.881587515902	2173	317.036845186906	"unknown"	"YDR145W"	"chrIV:737805-737861:+"
"3198"	4.00325095373007	3121	1.2065295772012	"unknown"	""	"chrIV:737985:-"
"3199"	16.7958110955996	3122	13.1667653913554	"unknown"	"YDR146C"	"chrIV:740472-740514:-"
"3200"	2.21289984117658	2642	1.08508014796547	"unknown"	"YDL222C"	"chrIV:74139:-"
"3201"	11.8629981301581	3123	8.0377283981681	"unknown"	"YDR146C"	"chrIV:742062-742081:-"
"3202"	133.791302059358	2174	131.053607579641	"unknown"	"YDR147W"	"chrIV:742715-742770:+"
"3203"	13.5376000984994	2175	13.1881336464051	"unknown"	"YDR147W"	"chrIV:743019:+"
"3204"	30.4390204885044	2643	24.6043446589346	"unknown"	"YDL222C"	"chrIV:74469-74546:-"
"3205"	2.75481360932895	3124	1.54225231556333	"unknown"	"YDR148C"	"chrIV:745628:-"
"3206"	2.07996793222432	3125	1.02816821037555	"unknown"	"YDR148C"	"chrIV:745692:-"
"3207"	12.1847029322408	2176	9.34570817711977	"unknown"	""	"chrIV:746076-746094:+"
"3208"	1.63056830010335	3126	1.39786580837706	"unknown"	"YDR148C"	"chrIV:746113:-"
"3209"	3557.38031327946	3127	3552.99386143037	"unknown"	"YDR148C"	"chrIV:746243-746498:-"
"3210"	26.5755715080858	2177	26.5755715080858	"unknown"	""	"chrIV:746325:+"
"3211"	301.565715074551	2178	297.909746008824	"unknown"	"YDR150W"	"chrIV:746728-746771:+"
"3212"	1.95123261415776	1687	1.07247073528996	"unknown"	""	"chrIV:74752:+"
"3213"	5.78916738630087	1688	4.21766880413834	"unknown"	""	"chrIV:74873:+"
"3214"	2.6793722010243	2644	1.28521026296944	"unknown"	"YDL222C"	"chrIV:74882:-"
"3215"	1.69792871386003	1689	1.22313258232993	"unknown"	""	"chrIV:74939:+"
"3216"	3.02077370141431	2645	2.32184079722578	"unknown"	"YDL222C"	"chrIV:74945:-"
"3217"	31.9250761114723	1690	30.331413300787	"unknown"	""	"chrIV:75012-75047:+"
"3218"	4319.78373826446	2646	4312.38333288416	"unknown"	"YDL222C"	"chrIV:75062-75217:-"
"3219"	4.52919669425355	2179	2.05633642075111	"unknown"	"YDR150W"	"chrIV:753558:+"
"3220"	1.55858713883162	3128	1.28521026296944	"unknown"	"YDR151C"	"chrIV:755050:-"
"3221"	290.3047882063	3129	280.991557975167	"unknown"	"YDR151C"	"chrIV:755245-755392:-"
"3222"	96.6718869406811	2180	90.9639260588635	"unknown"	"YDR152W"	"chrIV:755690-755757:+"
"3223"	647.161265529925	3130	638.39128463839	"unknown"	"YDR153C"	"chrIV:758045-758183:-"
"3224"	10.6047406175882	3131	8.82244171503555	"unknown"	"YDR153C"	"chrIV:758243-758251:-"
"3225"	1.68099231316265	1691	1.02221186885658	"unknown"	""	"chrIV:75825:+"
"3226"	3.0399847408261	3132	2.05038007923213	"unknown"	""	"chrIV:758551:-"
"3227"	1.14174730691517	2181	1.02816821037555	"unknown"	""	"chrIV:758585:+"
"3228"	2.14455225276674	2182	1.02221186885658	"unknown"	""	"chrIV:758666:+"
"3229"	3.17410432354837	3133	1.0483993562828	"unknown"	"YDR155C"	"chrIV:758691:-"
"3230"	308.473942003386	2183	303.412647943518	"unknown"	""	"chrIV:758744-758879:+"
"3231"	3.67288326861259	3134	2.07656756665835	"unknown"	"YDR155C"	"chrIV:758806:-"
"3232"	1.94943943387237	3135	1.22313258232993	"unknown"	"YDR155C"	"chrIV:758901:-"
"3233"	272.282505963045	2184	270.820874256558	"unknown"	""	"chrIV:758936-758945:+"
"3234"	14608.1430786039	3136	14602.4931604929	"unknown"	"YDR155C"	"chrIV:759040-759200:-"
"3235"	18.3831515001396	2185	16.7664777160135	"unknown"	"YDR156W"	"chrIV:759254-759264:+"
"3236"	283.711451564116	2186	281.908387809584	"unknown"	"YDR156W"	"chrIV:759530-759562:+"
"3237"	925.01788764989	2187	920.199302076364	"unknown"	"YDR156W;YDR158W"	"chrIV:760347-760408:+"
"3238"	33.123128257707	3137	30.0021350854114	"unknown"	""	"chrIV:760454-760463:-"
"3239"	9.31926179891762	3138	8.4863396576876	"unknown"	""	"chrIV:760520:-"
"3240"	37.7029854427547	2647	28.7299315548216	"unknown"	"YDL220C"	"chrIV:76159-76241:-"
