parent	uorf_number	positions	length	rate
YDL121C	6	45, 281, 335, 369, 409, 437	501	0.03592814371257485
YDL120W	13	12, 63, 155, 163, 176, 185, 190, 208, 238, 312, 406, 429, 450	501	0.07784431137724551
YDL119C	7	16, 164, 184, 206, 296, 305, 364	501	0.041916167664670656
YDL117W	5	186, 294, 346, 384, 411	501	0.029940119760479042
YDL116W	11	6, 38, 69, 102, 199, 301, 326, 355, 384, 404, 421	501	0.0658682634730539
YDL115C	12	2, 95, 104, 137, 140, 154, 161, 342, 362, 445, 465, 478	501	0.0718562874251497
YDL114W	6	7, 100, 284, 366, 413, 459	501	0.03592814371257485
YDL113C	8	19, 58, 184, 342, 434, 441, 486, 494	501	0.04790419161676647
YDL112W	9	140, 249, 254, 305, 367, 391, 406, 440, 446	501	0.05389221556886228
YDL111C	5	46, 108, 121, 459, 475	501	0.029940119760479042
YDL110C	7	61, 81, 117, 155, 183, 190, 352	501	0.041916167664670656
YDL109C	10	21, 54, 96, 134, 143, 188, 212, 263, 400, 467	501	0.059880239520958084
YDL108W	6	54, 192, 326, 368, 393, 396	501	0.03592814371257485
YDL107W	13	4, 7, 18, 84, 127, 177, 186, 195, 301, 343, 376, 422, 456	501	0.07784431137724551
YDL106C	8	75, 220, 263, 329, 360, 370, 382, 414	501	0.04790419161676647
YDL105W	11	15, 111, 198, 215, 218, 240, 282, 290, 356, 453, 472	501	0.0658682634730539
YDL104C	10	16, 120, 141, 177, 263, 279, 366, 398, 426, 440	501	0.059880239520958084
YDL103C	7	7, 31, 184, 257, 295, 309, 408	501	0.041916167664670656
YDL102W	6	74, 265, 383, 439, 446, 469	501	0.03592814371257485
YDL101C	13	54, 66, 73, 122, 133, 141, 221, 236, 321, 326, 392, 406, 448	501	0.07784431137724551
YDL100C	3	298, 329, 433	501	0.017964071856287425
YDL099W	13	12, 40, 58, 72, 115, 131, 198, 205, 208, 257, 318, 323, 432	501	0.07784431137724551
YDL098C	10	115, 158, 194, 289, 301, 305, 354, 373, 419, 445	501	0.059880239520958084
YDL097C	7	38, 167, 232, 372, 391, 394, 427	501	0.041916167664670656
YDL095W	2	165, 344	501	0.011976047904191617
YDL093W	10	9, 20, 30, 63, 92, 177, 241, 254, 322, 457	501	0.059880239520958084
YDL092W	9	23, 86, 103, 159, 198, 255, 263, 294, 447	501	0.05389221556886228
YDL091C	7	1, 15, 165, 228, 243, 261, 332	501	0.041916167664670656
YDL090C	2	34, 459	501	0.011976047904191617
YDL089W	6	176, 204, 283, 367, 372, 471	501	0.03592814371257485
YDL088C	12	9, 40, 66, 100, 111, 117, 316, 324, 337, 348, 433, 436	501	0.0718562874251497
YDL087C	8	63, 66, 79, 291, 306, 328, 385, 400	501	0.04790419161676647
YDL086W	8	172, 221, 224, 254, 278, 327, 383, 464	501	0.04790419161676647
YDL085C-A	9	26, 61, 204, 218, 239, 295, 328, 358, 446	501	0.05389221556886228
YDL085W	7	63, 88, 102, 148, 203, 253, 289	501	0.041916167664670656
YDL084W	8	76, 127, 157, 196, 232, 363, 412, 417	501	0.04790419161676647
YDL083C	12	84, 92, 104, 108, 176, 189, 217, 221, 276, 431, 436, 443	501	0.0718562874251497
YDL082W	8	26, 269, 286, 290, 322, 345, 382, 471	501	0.04790419161676647
YDL081C	9	77, 92, 178, 185, 197, 319, 377, 406, 416	501	0.05389221556886228
YDL080C	7	87, 121, 225, 235, 266, 319, 331	501	0.041916167664670656
YDL079C	7	38, 52, 127, 161, 186, 225, 315	501	0.041916167664670656
YDL078C	6	225, 276, 286, 294, 307, 316	501	0.03592814371257485
YDL077C	9	7, 36, 99, 130, 193, 267, 373, 417, 486	501	0.05389221556886228
YDL076C	12	56, 75, 83, 100, 130, 190, 337, 342, 382, 401, 461, 465	501	0.0718562874251497
YDL075W	4	15, 160, 276, 393	501	0.023952095808383235
YDL074C	11	92, 96, 108, 115, 124, 145, 204, 294, 311, 460, 464	501	0.0658682634730539
YDL073W	4	39, 391, 415, 443	501	0.023952095808383235
YDL072C	3	281, 306, 457	501	0.017964071856287425
YDL069C	7	47, 92, 128, 158, 429, 480, 484	501	0.041916167664670656
YDL067C	8	106, 174, 190, 206, 283, 349, 416, 451	501	0.04790419161676647
YDL066W	11	7, 37, 43, 46, 88, 250, 301, 360, 401, 462, 470	501	0.0658682634730539
YDL064W	1	347	501	0.005988023952095809
YDL063C	9	58, 228, 306, 316, 319, 322, 356, 363, 463	501	0.05389221556886228
YDL061C	10	98, 102, 138, 145, 271, 284, 287, 300, 340, 424	501	0.059880239520958084
YDL060W	7	233, 280, 295, 345, 353, 429, 450	501	0.041916167664670656
YDL059C	8	101, 139, 149, 210, 263, 319, 356, 407	501	0.04790419161676647
YDL058W	6	97, 120, 192, 199, 246, 282	501	0.03592814371257485
YDL057W	17	4, 64, 73, 76, 85, 91, 100, 103, 134, 150, 188, 220, 248, 318, 356, 461, 480	501	0.10179640718562874
YDL056W	6	27, 45, 131, 316, 441, 449	501	0.03592814371257485
YDL055C	4	3, 100, 172, 251	501	0.023952095808383235
YDL054C	8	161, 190, 214, 221, 261, 308, 318, 392	501	0.04790419161676647
YDL053C	12	82, 158, 173, 203, 236, 274, 350, 361, 370, 465, 485, 496	501	0.0718562874251497
YDL052C	12	42, 126, 197, 267, 272, 326, 387, 400, 403, 415, 440, 445	501	0.0718562874251497
YDL051W	5	32, 360, 444, 447, 472	501	0.029940119760479042
YDL049C	8	122, 248, 254, 383, 404, 416, 430, 469	501	0.04790419161676647
YDL048C	6	61, 162, 183, 192, 424, 446	501	0.03592814371257485
YDL047W	9	7, 142, 168, 177, 259, 377, 399, 462, 480	501	0.05389221556886228
YDL046W	5	20, 155, 164, 198, 303	501	0.029940119760479042
YDL045W-A	8	8, 106, 128, 192, 225, 314, 377, 403	501	0.04790419161676647
YDL045C	12	23, 33, 89, 102, 108, 144, 180, 193, 213, 313, 438, 462	501	0.0718562874251497
YDL044C	14	3, 8, 24, 33, 63, 126, 130, 258, 281, 325, 351, 412, 428, 445	501	0.08383233532934131
YDL043C	12	33, 121, 135, 149, 176, 206, 232, 247, 324, 412, 437, 487	501	0.0718562874251497
YDL042C	12	6, 36, 39, 71, 154, 181, 196, 202, 214, 222, 290, 474	501	0.0718562874251497
YDL040C	10	13, 157, 180, 307, 321, 338, 350, 370, 436, 481	501	0.059880239520958084
YDL039C	7	174, 218, 331, 395, 444, 449, 452	501	0.041916167664670656
YDL036C	17	5, 48, 51, 93, 177, 225, 254, 264, 306, 310, 332, 346, 375, 468, 474, 478, 493	501	0.10179640718562874
YDL035C	9	154, 166, 175, 185, 191, 217, 294, 332, 355	501	0.05389221556886228
YDL033C	5	173, 262, 279, 362, 471	501	0.029940119760479042
YDL031W	7	26, 146, 307, 342, 418, 423, 439	501	0.041916167664670656
YDL030W	7	25, 40, 215, 289, 375, 384, 428	501	0.041916167664670656
YDL029W	10	24, 82, 158, 270, 275, 294, 337, 367, 390, 450	501	0.059880239520958084
YDL028C	9	7, 42, 49, 190, 307, 330, 362, 413, 484	501	0.05389221556886228
YDL027C	3	107, 147, 237	501	0.017964071856287425
YDL025C	9	8, 56, 130, 134, 242, 270, 313, 346, 495	501	0.05389221556886228
YDL024C	10	26, 161, 197, 215, 312, 369, 379, 400, 438, 485	501	0.059880239520958084
YDL022W	4	100, 128, 343, 425	501	0.023952095808383235
YDL021W	8	16, 57, 160, 170, 181, 187, 190, 307	501	0.04790419161676647
YDL020C	4	114, 244, 392, 489	501	0.023952095808383235
YDL019C	9	14, 45, 147, 160, 183, 186, 211, 241, 447	501	0.05389221556886228
YDL018C	10	14, 44, 106, 119, 173, 257, 319, 365, 374, 459	501	0.059880239520958084
YDL017W	11	19, 92, 98, 124, 152, 206, 265, 273, 285, 383, 466	501	0.0658682634730539
YDL015C	8	118, 173, 195, 199, 250, 272, 324, 430	501	0.04790419161676647
YDL014W	5	201, 235, 362, 367, 453	501	0.029940119760479042
YDL013W	4	124, 246, 445, 449	501	0.023952095808383235
YDL012C	7	16, 121, 161, 272, 302, 377, 403	501	0.041916167664670656
YDL010W	10	48, 51, 60, 112, 116, 139, 283, 330, 361, 446	501	0.059880239520958084
YDL008W	11	2, 85, 112, 128, 256, 263, 291, 300, 333, 355, 448	501	0.0658682634730539
YDL007C-A	4	92, 190, 257, 444	501	0.023952095808383235
YDL007W	7	18, 82, 102, 410, 442, 460, 463	501	0.041916167664670656
YDL006W	8	63, 112, 141, 183, 228, 272, 318, 338	501	0.04790419161676647
YDL004W	10	71, 82, 87, 164, 179, 265, 371, 395, 439, 451	501	0.059880239520958084
YDL003W	17	4, 57, 61, 83, 89, 117, 121, 127, 170, 177, 180, 228, 255, 293, 368, 408, 441	501	0.10179640718562874
YDL002C	12	22, 41, 98, 116, 124, 132, 140, 144, 178, 197, 208, 494	501	0.0718562874251497
YDL001W	4	178, 247, 324, 383	501	0.023952095808383235
YDR001C	4	54, 73, 317, 457	501	0.023952095808383235
YDR002W	5	40, 132, 329, 444, 447	501	0.029940119760479042
YDR003W	12	15, 79, 117, 199, 221, 231, 275, 285, 305, 333, 373, 425	501	0.0718562874251497
YDR005C	9	26, 80, 98, 148, 196, 230, 286, 466, 479	501	0.05389221556886228
YDR006C	6	20, 114, 286, 301, 327, 480	501	0.03592814371257485
YDR007W	8	64, 116, 195, 241, 301, 306, 316, 367	501	0.04790419161676647
YDR011W	4	111, 114, 158, 168	501	0.023952095808383235
YDR012W	6	74, 153, 247, 335, 437, 446	501	0.03592814371257485
YDR013W	3	65, 293, 471	501	0.017964071856287425
YDR014W	10	140, 152, 170, 245, 285, 293, 313, 372, 450, 477	501	0.059880239520958084
YDR014W-A	12	39, 78, 94, 155, 186, 214, 269, 309, 338, 353, 432, 485	501	0.0718562874251497
YDR016C	11	46, 72, 79, 107, 151, 157, 195, 233, 319, 347, 353	501	0.0658682634730539
YDR017C	1	100	501	0.005988023952095809
YDR018C	6	20, 98, 181, 244, 317, 472	501	0.03592814371257485
YDR019C	8	77, 99, 134, 179, 244, 270, 401, 484	501	0.04790419161676647
YDR020C	8	106, 124, 162, 199, 243, 250, 356, 474	501	0.04790419161676647
YDR021W	10	54, 164, 251, 290, 304, 331, 396, 422, 427, 466	501	0.059880239520958084
YDR022C	5	9, 25, 226, 309, 325	501	0.029940119760479042
YDR023W	12	26, 55, 111, 117, 190, 221, 230, 258, 317, 321, 418, 461	501	0.0718562874251497
YDR025W	9	14, 51, 81, 355, 391, 407, 421, 437, 466	501	0.05389221556886228
YDR026C	13	24, 84, 181, 240, 272, 300, 327, 338, 404, 419, 430, 461, 492	501	0.07784431137724551
YDR027C	11	20, 31, 86, 92, 128, 218, 308, 341, 386, 399, 424	501	0.0658682634730539
YDR030C	10	63, 105, 138, 142, 151, 201, 209, 255, 329, 412	501	0.059880239520958084
YDR031W	9	41, 61, 269, 299, 352, 369, 376, 387, 486	501	0.05389221556886228
YDR032C	6	19, 33, 123, 133, 189, 447	501	0.03592814371257485
YDR033W	7	182, 214, 246, 297, 303, 313, 344	501	0.041916167664670656
YDR034C	9	95, 117, 124, 146, 230, 292, 318, 410, 467	501	0.05389221556886228
YDR035W	12	72, 90, 97, 121, 185, 194, 209, 253, 316, 405, 425, 429	501	0.0718562874251497
YDR036C	4	151, 387, 403, 428	501	0.023952095808383235
YDR037W	11	72, 104, 134, 222, 237, 306, 319, 345, 422, 434, 444	501	0.0658682634730539
YDR040C	7	7, 32, 151, 172, 280, 321, 326	501	0.041916167664670656
YDR041W	10	19, 61, 95, 102, 339, 397, 449, 463, 468, 496	501	0.059880239520958084
YDR042C	11	52, 67, 77, 121, 155, 188, 191, 215, 353, 437, 456	501	0.0658682634730539
YDR043C	3	130, 179, 269	501	0.017964071856287425
YDR044W	0		501	0.0
YDR045C	12	4, 14, 18, 29, 116, 258, 304, 321, 343, 459, 486, 494	501	0.0718562874251497
YDR047W	8	52, 119, 159, 209, 345, 411, 442, 480	501	0.04790419161676647
YDR049W	12	60, 64, 102, 171, 230, 278, 396, 400, 437, 447, 457, 463	501	0.0718562874251497
YDR050C	5	167, 220, 268, 307, 313	501	0.029940119760479042
YDR051C	5	191, 355, 379, 427, 478	501	0.029940119760479042
YDR052C	3	256, 396, 479	501	0.017964071856287425
YDR054C	6	111, 154, 181, 200, 203, 275	501	0.03592814371257485
YDR055W	4	13, 322, 329, 410	501	0.023952095808383235
YDR056C	9	5, 105, 153, 162, 183, 211, 292, 305, 349	501	0.05389221556886228
YDR057W	6	19, 121, 139, 210, 380, 448	501	0.03592814371257485
YDR058C	6	273, 376, 391, 422, 433, 452	501	0.03592814371257485
YDR059C	7	21, 79, 118, 150, 249, 303, 426	501	0.041916167664670656
YDR061W	5	46, 86, 256, 305, 391	501	0.029940119760479042
YDR062W	4	29, 40, 123, 128	501	0.023952095808383235
YDR063W	7	249, 261, 266, 302, 354, 387, 459	501	0.041916167664670656
YDR064W	10	32, 52, 59, 66, 83, 141, 226, 393, 416, 426	501	0.059880239520958084
YDR065W	3	21, 68, 342	501	0.017964071856287425
YDR066C	12	8, 21, 52, 56, 96, 132, 252, 267, 270, 276, 344, 451	501	0.0718562874251497
YDR067C	9	5, 114, 244, 329, 353, 376, 420, 437, 492	501	0.05389221556886228
YDR068W	7	98, 111, 180, 208, 317, 443, 469	501	0.041916167664670656
YDR069C	11	13, 111, 136, 166, 207, 211, 384, 447, 450, 457, 473	501	0.0658682634730539
YDR070C	5	30, 64, 74, 138, 439	501	0.029940119760479042
YDR071C	12	29, 34, 90, 151, 175, 180, 213, 221, 294, 298, 397, 408	501	0.0718562874251497
YDR072C	5	8, 16, 186, 380, 390	501	0.029940119760479042
YDR073W	5	89, 116, 238, 333, 467	501	0.029940119760479042
YDR074W	2	4, 308	501	0.011976047904191617
YDR075W	14	7, 58, 63, 120, 126, 160, 201, 293, 308, 313, 383, 406, 431, 462	501	0.08383233532934131
YDR076W	11	36, 111, 123, 152, 222, 287, 364, 373, 424, 453, 486	501	0.0658682634730539
YDR077W	4	25, 187, 305, 320	501	0.023952095808383235
YDR078C	3	256, 398, 473	501	0.017964071856287425
YDR079W	10	84, 123, 126, 130, 151, 167, 179, 198, 249, 415	501	0.059880239520958084
YDR079C-A	5	182, 257, 319, 339, 372	501	0.029940119760479042
YDR080W	10	50, 65, 74, 106, 180, 219, 277, 289, 293, 478	501	0.059880239520958084
YDR081C	8	24, 201, 210, 226, 279, 314, 332, 492	501	0.04790419161676647
YDR082W	9	53, 102, 115, 222, 231, 399, 426, 476, 486	501	0.05389221556886228
YDR084C	18	57, 79, 105, 111, 137, 161, 164, 182, 194, 198, 234, 239, 249, 353, 433, 479, 482, 488	501	0.10778443113772455
YDR085C	8	19, 113, 185, 235, 290, 334, 374, 415	501	0.04790419161676647
YDR086C	7	14, 57, 192, 265, 294, 352, 413	501	0.041916167664670656
YDR087C	9	41, 55, 133, 146, 203, 290, 338, 414, 419	501	0.05389221556886228
YDR088C	6	5, 69, 76, 220, 223, 326	501	0.03592814371257485
YDR090C	5	4, 285, 325, 405, 437	501	0.029940119760479042
YDR091C	7	26, 122, 139, 186, 191, 278, 451	501	0.041916167664670656
YDR093W	12	21, 52, 66, 121, 140, 180, 195, 226, 242, 358, 388, 445	501	0.0718562874251497
YDR096W	2	74, 121	501	0.011976047904191617
YDR097C	11	22, 136, 165, 234, 259, 305, 310, 326, 338, 342, 440	501	0.0658682634730539
YDR098C	6	26, 96, 382, 396, 401, 443	501	0.03592814371257485
YDR099W	7	25, 40, 122, 183, 209, 241, 286	501	0.041916167664670656
YDR100W	7	22, 26, 276, 379, 462, 474, 478	501	0.041916167664670656
YDR101C	11	19, 39, 173, 208, 223, 309, 326, 337, 381, 448, 453	501	0.0658682634730539
YDR104C	13	28, 34, 39, 77, 142, 146, 199, 218, 241, 311, 399, 435, 466	501	0.07784431137724551
YDR105C	7	16, 67, 100, 148, 168, 398, 470	501	0.041916167664670656
YDR106W	11	1, 15, 31, 69, 117, 126, 192, 246, 257, 310, 324	501	0.0658682634730539
YDR107C	6	19, 25, 130, 238, 413, 439	501	0.03592814371257485
YDR108W	12	8, 37, 90, 129, 171, 188, 236, 342, 464, 468, 473, 485	501	0.0718562874251497
YDR110W	6	32, 133, 146, 364, 390, 465	501	0.03592814371257485
YDR111C	6	4, 19, 52, 178, 247, 257	501	0.03592814371257485
YDR113C	9	109, 168, 182, 191, 197, 201, 207, 257, 465	501	0.05389221556886228
YDR115W	6	46, 52, 279, 318, 384, 475	501	0.03592814371257485
YDR116C	11	35, 113, 175, 183, 193, 256, 283, 287, 294, 309, 394	501	0.0658682634730539
YDR117C	8	47, 73, 78, 109, 271, 431, 463, 481	501	0.04790419161676647
YDR118W	7	66, 203, 256, 334, 354, 432, 444	501	0.041916167664670656
YDR119W	16	43, 58, 61, 97, 106, 109, 122, 145, 187, 206, 238, 260, 265, 314, 324, 396	501	0.09580838323353294
YDR119W-A	12	76, 82, 158, 210, 256, 274, 278, 312, 358, 370, 393, 444	501	0.0718562874251497
YDR121W	7	76, 80, 337, 365, 376, 381, 395	501	0.041916167664670656
YDR122W	14	13, 64, 73, 79, 93, 112, 142, 166, 223, 268, 316, 335, 404, 463	501	0.08383233532934131
YDR124W	7	25, 164, 230, 257, 269, 279, 438	501	0.041916167664670656
YDR126W	6	103, 160, 210, 345, 456, 489	501	0.03592814371257485
YDR127W	15	46, 56, 69, 91, 122, 125, 150, 167, 197, 218, 293, 346, 352, 368, 421	501	0.08982035928143713
YDR128W	10	43, 102, 128, 153, 226, 280, 288, 306, 414, 452	501	0.059880239520958084
YDR129C	6	98, 209, 222, 362, 371, 431	501	0.03592814371257485
YDR130C	9	20, 25, 66, 271, 297, 321, 367, 390, 496	501	0.05389221556886228
YDR131C	8	66, 165, 176, 234, 291, 295, 317, 436	501	0.04790419161676647
YDR132C	8	1, 142, 184, 216, 224, 412, 448, 496	501	0.04790419161676647
YDR135C	11	86, 125, 182, 186, 257, 287, 333, 349, 366, 410, 467	501	0.0658682634730539
YDR137W	5	155, 186, 207, 222, 268	501	0.029940119760479042
YDR140W	4	48, 142, 186, 224	501	0.023952095808383235
YDR141C	6	28, 44, 49, 65, 201, 470	501	0.03592814371257485
YDR142C	9	76, 82, 202, 211, 253, 261, 269, 418, 437	501	0.05389221556886228
YDR143C	3	102, 257, 477	501	0.017964071856287425
YDR144C	5	41, 50, 89, 227, 279	501	0.029940119760479042
YDR145W	15	75, 82, 150, 214, 220, 268, 277, 291, 305, 316, 333, 361, 422, 447, 454	501	0.08982035928143713
YDR147W	11	50, 58, 74, 82, 228, 258, 303, 332, 346, 409, 431	501	0.0658682634730539
YDR148C	4	10, 60, 343, 423	501	0.023952095808383235
YDR150W	7	43, 181, 260, 269, 403, 465, 471	501	0.041916167664670656
YDR151C	7	16, 90, 131, 165, 288, 328, 440	501	0.041916167664670656
YDR152W	11	59, 81, 132, 139, 167, 282, 304, 321, 336, 384, 457	501	0.0658682634730539
YDR153C	8	151, 157, 168, 174, 178, 224, 265, 394	501	0.04790419161676647
YDR155C	7	67, 85, 100, 126, 149, 170, 327	501	0.041916167664670656
YDR156W	9	24, 61, 117, 120, 250, 380, 454, 457, 463	501	0.05389221556886228
YDR159W	7	85, 192, 252, 258, 332, 461, 484	501	0.041916167664670656
YDR160W	4	165, 203, 290, 325	501	0.023952095808383235
YDR161W	10	10, 68, 79, 154, 175, 268, 361, 407, 427, 432	501	0.059880239520958084
YDR162C	11	201, 208, 229, 236, 300, 308, 329, 354, 451, 481, 488	501	0.0658682634730539
YDR163W	4	23, 258, 345, 495	501	0.023952095808383235
YDR164C	11	31, 58, 82, 106, 112, 173, 205, 329, 353, 369, 391	501	0.0658682634730539
YDR165W	9	93, 131, 211, 217, 276, 371, 414, 435, 440	501	0.05389221556886228
YDR167W	8	26, 100, 120, 156, 163, 236, 306, 479	501	0.04790419161676647
YDR168W	8	40, 85, 178, 292, 298, 305, 324, 436	501	0.04790419161676647
YDR169C	13	31, 34, 40, 55, 94, 144, 197, 244, 254, 262, 289, 329, 469	501	0.07784431137724551
YDR170C	4	48, 128, 255, 277	501	0.023952095808383235
YDR171W	4	155, 160, 166, 219	501	0.023952095808383235
YDR172W	8	82, 89, 255, 290, 328, 338, 382, 395	501	0.04790419161676647
YDR173C	7	85, 116, 293, 317, 412, 433, 446	501	0.041916167664670656
YDR174W	7	10, 44, 76, 88, 101, 144, 486	501	0.041916167664670656
YDR175C	8	81, 236, 248, 286, 336, 350, 417, 444	501	0.04790419161676647
YDR176W	6	77, 223, 267, 418, 436, 450	501	0.03592814371257485
YDR177W	11	53, 181, 197, 217, 233, 239, 248, 452, 457, 468, 472	501	0.0658682634730539
YDR178W	8	7, 28, 133, 236, 258, 285, 324, 350	501	0.04790419161676647
YDR179C	8	21, 38, 43, 143, 197, 288, 412, 453	501	0.04790419161676647
YDR179W-A	10	72, 82, 155, 164, 194, 197, 208, 229, 452, 455	501	0.059880239520958084
YDR180W	10	18, 23, 31, 180, 209, 258, 306, 340, 391, 451	501	0.059880239520958084
YDR181C	5	30, 154, 292, 316, 487	501	0.029940119760479042
YDR182W	12	35, 82, 121, 220, 300, 312, 321, 359, 371, 375, 445, 462	501	0.0718562874251497
YDR183W	8	61, 95, 121, 161, 204, 331, 367, 483	501	0.04790419161676647
YDR185C	10	42, 45, 51, 72, 168, 173, 182, 190, 207, 438	501	0.059880239520958084
YDR186C	2	98, 201	501	0.011976047904191617
YDR188W	5	76, 343, 409, 462, 476	501	0.029940119760479042
YDR189W	6	27, 108, 151, 156, 287, 481	501	0.03592814371257485
YDR190C	7	54, 262, 310, 381, 426, 454, 465	501	0.041916167664670656
YDR191W	4	87, 93, 273, 408	501	0.023952095808383235
YDR192C	6	73, 159, 212, 281, 439, 450	501	0.03592814371257485
YDR194C	8	105, 134, 266, 315, 370, 374, 462, 471	501	0.04790419161676647
YDR195W	5	4, 212, 221, 224, 443	501	0.029940119760479042
YDR196C	11	49, 65, 81, 185, 224, 241, 336, 345, 368, 432, 445	501	0.0658682634730539
YDR197W	5	34, 70, 109, 224, 374	501	0.029940119760479042
YDR198C	6	11, 26, 53, 151, 284, 435	501	0.03592814371257485
YDR200C	4	25, 230, 340, 473	501	0.023952095808383235
YDR201W	9	40, 57, 92, 161, 238, 284, 379, 438, 444	501	0.05389221556886228
YDR202C	9	21, 29, 75, 87, 189, 208, 245, 434, 452	501	0.05389221556886228
YDR204W	4	42, 57, 204, 237	501	0.023952095808383235
YDR205W	9	24, 162, 175, 231, 308, 341, 356, 388, 465	501	0.05389221556886228
YDR206W	10	24, 42, 60, 72, 123, 132, 189, 257, 436, 471	501	0.059880239520958084
YDR207C	6	130, 147, 223, 305, 411, 446	501	0.03592814371257485
YDR208W	8	34, 166, 228, 264, 268, 403, 407, 414	501	0.04790419161676647
YDR211W	8	44, 180, 346, 359, 379, 429, 458, 465	501	0.04790419161676647
YDR212W	12	47, 65, 78, 89, 110, 113, 158, 219, 245, 285, 448, 463	501	0.0718562874251497
YDR214W	13	18, 27, 121, 150, 156, 159, 192, 224, 306, 354, 385, 473, 480	501	0.07784431137724551
YDR216W	11	222, 228, 243, 252, 260, 289, 297, 322, 332, 363, 475	501	0.0658682634730539
YDR217C	9	28, 82, 139, 145, 228, 294, 373, 484, 491	501	0.05389221556886228
YDR218C	11	73, 120, 126, 235, 251, 255, 260, 300, 316, 420, 463	501	0.0658682634730539
YDR219C	8	152, 172, 214, 222, 247, 269, 280, 354	501	0.04790419161676647
YDR221W	9	46, 55, 139, 338, 381, 412, 429, 448, 453	501	0.05389221556886228
YDR223W	9	90, 178, 201, 239, 255, 288, 324, 374, 442	501	0.05389221556886228
YDR224C	9	8, 142, 203, 218, 283, 292, 392, 407, 425	501	0.05389221556886228
YDR225W	3	193, 268, 280	501	0.017964071856287425
YDR226W	5	144, 149, 153, 234, 466	501	0.029940119760479042
YDR227W	12	1, 37, 43, 79, 139, 200, 213, 248, 271, 303, 351, 424	501	0.0718562874251497
YDR228C	9	48, 105, 149, 228, 304, 375, 395, 424, 432	501	0.05389221556886228
YDR229W	10	34, 252, 258, 269, 355, 404, 411, 442, 463, 473	501	0.059880239520958084
YDR231C	11	11, 67, 215, 230, 233, 260, 273, 287, 321, 328, 359	501	0.0658682634730539
YDR232W	3	272, 425, 482	501	0.017964071856287425
YDR233C	2	10, 419	501	0.011976047904191617
YDR234W	6	207, 257, 303, 360, 381, 438	501	0.03592814371257485
YDR235W	5	56, 61, 70, 206, 356	501	0.029940119760479042
YDR236C	13	37, 51, 129, 165, 218, 257, 270, 279, 333, 359, 377, 390, 461	501	0.07784431137724551
YDR237W	5	14, 164, 173, 281, 294	501	0.029940119760479042
YDR238C	10	87, 109, 166, 172, 223, 253, 290, 317, 326, 336	501	0.059880239520958084
YDR239C	8	57, 125, 337, 344, 353, 376, 390, 449	501	0.04790419161676647
YDR240C	12	21, 61, 65, 72, 164, 187, 216, 236, 281, 295, 321, 357	501	0.0718562874251497
YDR242W	9	123, 204, 226, 255, 309, 331, 354, 362, 452	501	0.05389221556886228
YDR243C	8	38, 59, 196, 251, 258, 277, 345, 421	501	0.04790419161676647
YDR244W	4	174, 256, 341, 416	501	0.023952095808383235
YDR245W	11	6, 10, 67, 108, 118, 147, 187, 205, 318, 364, 414	501	0.0658682634730539
YDR246W	14	36, 55, 105, 122, 130, 161, 182, 202, 231, 313, 330, 367, 397, 409	501	0.08383233532934131
YDR247W	8	67, 164, 168, 175, 254, 290, 415, 437	501	0.04790419161676647
YDR248C	8	123, 177, 205, 251, 255, 264, 284, 295	501	0.04790419161676647
YDR249C	11	5, 27, 81, 117, 212, 253, 256, 452, 459, 466, 483	501	0.0658682634730539
YDR251W	8	103, 137, 151, 257, 280, 365, 431, 452	501	0.04790419161676647
YDR252W	8	122, 129, 252, 257, 311, 354, 370, 380	501	0.04790419161676647
YDR253C	5	6, 191, 200, 287, 306	501	0.029940119760479042
YDR254W	12	11, 103, 108, 132, 149, 159, 193, 198, 251, 400, 411, 479	501	0.0718562874251497
YDR255C	10	74, 113, 118, 179, 230, 261, 308, 320, 351, 472	501	0.059880239520958084
YDR256C	6	60, 65, 150, 274, 424, 448	501	0.03592814371257485
YDR257C	11	39, 73, 103, 130, 186, 288, 292, 299, 361, 423, 472	501	0.0658682634730539
YDR258C	8	21, 70, 237, 294, 320, 447, 453, 461	501	0.04790419161676647
YDR259C	7	19, 36, 153, 168, 247, 283, 303	501	0.041916167664670656
YDR260C	8	24, 129, 182, 208, 282, 377, 390, 394	501	0.04790419161676647
YDR261C	9	32, 94, 137, 183, 234, 245, 308, 356, 433	501	0.05389221556886228
YDR262W	12	5, 56, 59, 71, 124, 133, 146, 169, 174, 180, 306, 383	501	0.0718562874251497
YDR263C	11	76, 91, 96, 101, 180, 243, 259, 275, 333, 460, 472	501	0.0658682634730539
YDR264C	13	2, 28, 82, 96, 104, 123, 162, 215, 249, 257, 268, 302, 478	501	0.07784431137724551
YDR265W	8	55, 157, 186, 222, 245, 318, 340, 353	501	0.04790419161676647
YDR266C	16	0, 7, 18, 45, 63, 82, 109, 114, 123, 156, 230, 272, 303, 361, 407, 432	501	0.09580838323353294
YDR267C	2	139, 330	501	0.011976047904191617
YDR268W	8	75, 138, 164, 211, 235, 274, 323, 445	501	0.04790419161676647
YDR270W	8	37, 80, 131, 193, 233, 353, 444, 471	501	0.04790419161676647
YDR272W	7	9, 27, 66, 103, 213, 352, 406	501	0.041916167664670656
YDR273W	12	9, 36, 69, 92, 145, 164, 182, 194, 259, 278, 442, 468	501	0.0718562874251497
YDR275W	9	58, 69, 131, 158, 188, 269, 288, 339, 362	501	0.05389221556886228
YDR276C	6	23, 143, 188, 307, 312, 384	501	0.03592814371257485
YDR277C	5	137, 200, 226, 323, 429	501	0.029940119760479042
